rainfall,soil_moisture,elevation,slope,ndvi,land_use,latitude,longitude,land_use_encoded,risk_level
174.83570765056163,21.77656053759443,937.9689430656583,7.921610365151091,0.3045121173954175,barren,28.365325451613973,-121.17151068390392,4,Low
143.08678494144075,23.2954320562714,534.6992967347503,13.800638150856358,-0.08637252477587853,urban,34.651126233058704,-120.65444856847381,2,Medium
182.38442690503462,42.249851994379284,2577.5465982333253,5.216934965097653,-0.07595060282100019,agriculture,29.752790488315917,-117.60281862030178,1,Medium
226.15149282040127,30.039590347835862,1210.5682995216882,14.319067458510556,0.16962632113995735,forest,34.27663709316303,-123.34459921775253,0,Medium
138.2923312638332,27.322408686320244,1195.6311430961475,20.867954099658746,0.600239296576492,forest,25.30174590540794,-119.3010750911553,0,Low
138.29315215254098,55.16663511873322,509.66002441986,6.715942661740014,0.5103104019830875,agriculture,26.032746664300838,-122.27710857105342,1,Low
228.96064077536957,55.56802216529812,1149.1970282573361,3.2882269179763934,0.3199195271445081,agriculture,28.86269037944338,-119.84346255581238,1,Medium
188.37173645764545,67.71619488599504,2614.8505389865504,19.311370794600364,0.18219559482878034,urban,33.86956705855573,-118.73384673118507,2,High
126.5262807032524,39.239599688108314,1089.3861314689077,17.4325106108577,-0.19578661177974088,agriculture,30.446040794302352,-119.17549466446145,1,Low
177.12800217929822,15.115956371830517,2854.810687499364,16.382942964701005,-0.4826741317715827,barren,33.24140524882224,-122.84619202016546,4,High
126.82911535937689,29.156646944502036,2838.9266976251624,8.811426568355467,-0.15151741486347536,agriculture,27.83529633594861,-117.90546870462633,1,Medium
126.71351232148716,78.60038242377719,434.6959779220381,10.371906419863107,0.6765113991139844,agriculture,26.114943029759743,-118.4621214265784,1,Medium
162.0981135783017,51.738100266289145,531.9337605679347,5.232115394522283,-0.6052001466222874,forest,27.460388207519962,-115.6799671669689,0,Low
54.33598776711011,59.68159593607142,2588.0222109956676,18.051958700539856,0.28651621856671583,forest,31.453034111177452,-118.65848075469596,0,Low
63.75410837434836,10.515048073779017,1178.2827567741576,5.171949724013757,-0.33306223065757046,agriculture,33.7141709921465,-117.79675591965145,1,Low
121.88562353795136,46.27440125277646,13.12194684902801,2.477578565998825,0.10342486071858636,agriculture,29.549993281843495,-116.88972347082746,1,Low
99.35844398327882,12.62700602722622,821.615459116113,4.002206071949345,-0.8268798044210895,forest,26.93615530084507,-123.9399571725925,0,Low
165.7123666297637,49.846114846401356,1792.88697958668,22.90018691830048,-0.20551455764529636,forest,31.37612045911859,-118.03665728079108,0,Low
104.59879622393944,74.45395947452528,2397.797897879904,25.237558971340448,0.0022724099108697438,forest,26.969339712285638,-121.81419769424738,0,Medium
79.38481493323543,77.78933913502856,400.1658512797787,24.45960569887329,-0.7336637312307169,forest,30.702877022583486,-116.76851224670582,0,Medium
223.28243844607772,47.83868727722469,331.62409325020604,26.194684507998453,0.8378419352830162,agriculture,26.022917226858958,-120.19819489638863,1,Medium
